Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019]
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Honduras,HND,367.8887043,488.4014913,617.856151,663.9804798,636.6388984,643.1762793,619.8363949,731.7076849,770.4282347,809.1487845,847.8693344,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,"Hong Kong SAR, China",HKG,4177.929705,5446.661665,5973.349278,5959.895922,6031.244318,5941.160902,6083.269936,6625.203705,6866.736355,7108.269005,7349.801655,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Hungary,HUN,3426.551101,3309.283711,3876.491084,3898.823143,3923.042324,3892.113701,3965.958233,4160.38513,4261.47201,4362.558889,4463.645768,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Iceland,ISL,16148.27372,26201.52558,51439.90869,52373.87701,53202.83366,54799.17471,53832.47909,68572.70169,74715.94595,80859.19021,87002.43447,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,India,IND,272.0634837,393.6462474,640.3946031,696.8422411,723.2354613,764.1987416,804.5142281,959.4561552,1045.931087,1132.406018,1218.880949,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Indonesia,IDN,162.523825,390.4236557,635.9852761,680.2814172,733.3718268,773.9874699,811.9069049,1000.163399,1100.615664,1201.067929,1301.520194,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,"Iran, Islamic Rep.",IRN,940.8827277,1546.506159,2659.955255,2681.504897,2784.622508,2830.811973,3022.122563,3629.057781,3948.236295,4267.414809,4586.593323,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Iraq,IRQ,1308.907061,1240.978594,1237.03953,1314.226387,1141.14103,1427.7205,1328.230416,1333.399842,1345.383963,1357.368083,1369.352204,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Ireland,IRL,3767.529299,5796.055581,5927.86868,5657.538159,5651.008483,5698.756179,5672.064134,6201.852288,6389.071771,6576.291253,6763.510735,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Isle of Man,IMN,..,..,..,..,..,..,..,..,..,..,..,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Israel,ISR,4176.180258,6323.103832,6953.276667,6930.000773,7184.501612,6710.093678,6600.89828,7593.916258,7889.60764,8185.299022,8480.990404,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Italy,ITA,4144.907442,5299.856479,5493.711037,5514.803615,5397.741477,5159.183655,5002.40668,5458.256127,5536.655503,5615.054878,5693.454253,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Jamaica,JAM,867.8023031,2276.339219,1216.171018,1204.913499,1037.60135,1013.0447,1050.732904,930.0340128,853.0209091,776.0078055,698.9947018,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Japan,JPN,6805.540041,8299.409506,8594.909034,8099.598695,7998.346771,7988.58331,7819.714636,8204.344446,8269.498344,8334.652241,8399.806139,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Jordan,JOR,933.8482118,1289.606447,1845.338846,1846.634228,1917.59306,1854.016586,1864.675855,2220.752951,2363.380002,2506.007052,2648.634103,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Kazakhstan,KAZ,5905.00367,3169.523341,4728.011591,4892.735191,5180.653819,5345.46874,5600.208465,5530.250318,5669.184154,5808.117991,5947.051827,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Kenya,KEN,123.5006109,104.3968793,147.8443982,148.7091061,150.4394903,160.9845753,164.3255487,176.9208438,185.4296044,193.938365,202.4471256,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Kiribati,KIR,..,..,..,..,..,..,..,..,..,..,..,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,"Korea, Dem. People?s Rep.",PRK,1237.418478,712.3706473,742.9680169,656.010515,652.9677574,619.0669574,601.6900479,434.0999272,356.1073226,278.1147179,200.1221133,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,"Korea, Rep.",KOR,2373.214406,5906.959333,9716.126081,10129.95709,10305.32898,10384.62216,10496.51367,13318.16401,14529.39352,15740.62303,16951.85255,..
