Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019]
"International tourism, number of arrivals",ST.INT.ARVL,Ghana,GHA,..,399000,931000,821000,903000,994000,825000,897000,..,..,..,..
"International tourism, number of arrivals",ST.INT.ARVL,Gibraltar,GIB,..,..,..,..,..,..,..,..,..,..,..,..
"International tourism, number of arrivals",ST.INT.ARVL,Greece,GRC,..,13096000,15007000,16427000,15518000,17920000,22033000,23599000,24799000,27194000,30123000,..
"International tourism, number of arrivals",ST.INT.ARVL,Greenland,GRL,..,..,..,..,..,..,..,..,..,..,..,..
"International tourism, number of arrivals",ST.INT.ARVL,Grenada,GRD,..,129000,110000,118000,125000,128000,150000,155000,156000,168000,185000,..
"International tourism, number of arrivals",ST.INT.ARVL,Guam,GUM,..,1287000,1197000,1160000,1308000,1334000,1343000,1409000,1536000,1545000,1549000,..
"International tourism, number of arrivals",ST.INT.ARVL,Guatemala,GTM,..,..,1119000,1160000,1200000,1224000,1371000,1473000,1585000,1660000,1781000,..
"International tourism, number of arrivals",ST.INT.ARVL,Guinea,GIN,..,33000,12400,131000,96000,56000,33000,35000,63000,99000,..,..
"International tourism, number of arrivals",ST.INT.ARVL,Guinea-Bissau,GNB,..,..,22300,36700,35400,35500,36100,43800,45200,..,..,..
"International tourism, number of arrivals",ST.INT.ARVL,Guyana,GUY,..,105000,152000,157000,177000,200000,206000,207000,235000,247000,287000,..
"International tourism, number of arrivals",ST.INT.ARVL,Haiti,HTI,..,140000,255000,349000,349000,420000,465200,516000,445000,467000,447000,..
"International tourism, number of arrivals",ST.INT.ARVL,Honduras,HND,..,471000,863000,871000,895000,863000,868000,880000,838000,851000,..,..
"International tourism, number of arrivals",ST.INT.ARVL,"Hong Kong SAR, China",HKG,..,8814000,20085000,22316000,23770000,25661000,27770000,26686000,26553000,27884000,29263000,..
"International tourism, number of arrivals",ST.INT.ARVL,Hungary,HUN,..,..,9510000,10250000,10353000,10624000,12140000,14316000,15255000,15785000,17552000,..
